Seq_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
SEQ1187413	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187414	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187415	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187416	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187417	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187418	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187419	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187420	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187421	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187422	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187423	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187424	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187425	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187426	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187427	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1187428	Eukaryota	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma_glaucum
SEQ1186655	Eukaryota	Mollusca	Bivalvia	Myoida	Corbulidae	Corbula	Corbula_gibba
SEQ1186656	Eukaryota	Mollusca	Bivalvia	Myoida	Corbulidae	Corbula	Corbula_gibba
SEQ1186657	Eukaryota	Mollusca	Bivalvia	Myoida	Corbulidae	Corbula	Corbula_gibba
SEQ1186658	Eukaryota	Mollusca	Bivalvia	Myoida	Corbulidae	Corbula	Corbula_gibba
SEQ1186659	Eukaryota	Mollusca	Bivalvia	Myoida	Corbulidae	Corbula	Corbula_gibba
SEQ1201308	Eukaryota	Mollusca	Bivalvia	Nuculoida	Nuculidae	Nucula	Nucula_nitidosa
SEQ1201309	Eukaryota	Mollusca	Bivalvia	Nuculoida	Nuculidae	Nucula	Nucula_nitidosa
SEQ1201310	Eukaryota	Mollusca	Bivalvia	Nuculoida	Nuculidae	Nucula	Nucula_nitidosa
SEQ1201311	Eukaryota	Mollusca	Bivalvia	Nuculoida	Nuculidae	Nucula	Nucula_nitidosa
SEQ1201312	Eukaryota	Mollusca	Bivalvia	Nuculoida	Nuculidae	Nucula	Nucula_nitidosa
SEQ1201313	Eukaryota	Mollusca	Bivalvia	Nuculoida	Nuculidae	Nucula	Nucula_nitidosa
SEQ1201314	Eukaryota	Mollusca	Bivalvia	Nuculoida	Nuculidae	Nucula	Nucula_nitidosa
SEQ1201315	Eukaryota	Mollusca	Bivalvia	Nuculoida	Nuculidae	Nucula	Nucula_nitidosa
SEQ1201316	Eukaryota	Mollusca	Bivalvia	Nuculoida	Nuculidae	Nucula	Nucula_nitidosa
SEQ1238356	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Muricidae	Bolinus	Bolinus_brandaris
SEQ1238357	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Muricidae	Bolinus	Bolinus_brandaris
SEQ1282346	Eukaryota	Mollusca	Scaphopoda	Dentaliida	Dentaliidae	Antalis	Antalis_inaequicostata
SEQ1282347	Eukaryota	Mollusca	Scaphopoda	Dentaliida	Dentaliidae	Antalis	Antalis_inaequicostata
