Seq_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
SEQ224646	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224647	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224648	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224649	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224650	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224651	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224652	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224653	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224654	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224655	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224656	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224657	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224658	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224659	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224660	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224661	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224662	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224663	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224664	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224665	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224666	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224667	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224668	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224669	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224670	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224671	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224672	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224673	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224674	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224675	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224676	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224677	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224678	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224679	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224680	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224681	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224682	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224683	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224684	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224685	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224686	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224687	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224688	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224689	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224690	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224691	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224692	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224693	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224694	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224695	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224696	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224697	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224698	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224699	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224700	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224701	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224702	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224703	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224704	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224705	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224706	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224707	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224708	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224709	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224710	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224711	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224712	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224713	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224714	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224715	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224716	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224717	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224718	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224719	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224720	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224721	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224722	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224723	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224724	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224725	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224726	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224727	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224728	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224729	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224730	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224731	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224732	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224733	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224734	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224735	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224736	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224737	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224738	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224739	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224740	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224741	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224742	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224743	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224744	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224745	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224746	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224747	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224748	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224749	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224750	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224751	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224752	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224753	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224754	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224755	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224756	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224757	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224758	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224759	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224760	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224761	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224762	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224763	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224764	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224765	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224766	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224767	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224768	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224769	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224770	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224771	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224772	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224773	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224774	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224775	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224776	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224777	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224778	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224779	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224780	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224781	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224782	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224783	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224784	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224785	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224786	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224787	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224788	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224789	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224790	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224791	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224792	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224793	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224794	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224795	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224796	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224797	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224798	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224799	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224800	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224801	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224802	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224803	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224804	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224805	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224806	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224807	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224808	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224809	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224810	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224811	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224812	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224813	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224814	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224815	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224816	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224817	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224818	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224819	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224820	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224821	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224822	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224823	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224824	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224825	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224826	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224827	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224828	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224829	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224830	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224831	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224832	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224833	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224834	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224835	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224836	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224837	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224838	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224839	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224840	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224841	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224842	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224843	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224844	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224845	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224846	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224847	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224848	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224849	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224850	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224851	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224852	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224853	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224854	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224855	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224856	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224857	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224858	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224859	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224860	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224861	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224862	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224863	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224864	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224865	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224866	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224867	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224868	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224869	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224870	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224871	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ224872	Eukaryota	Echinodermata	Echinoidea	Echinoida	Echinidae	Paracentrotus	Paracentrotus_lividus
SEQ228636	Eukaryota	Echinodermata	Holothuroidea	Dendrochirotida	Cucumariidae	Leptopentacta	Leptopentacta_elongata
SEQ228637	Eukaryota	Echinodermata	Holothuroidea	Dendrochirotida	Cucumariidae	Leptopentacta	Leptopentacta_elongata
SEQ221024	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221025	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
SEQ221026	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	Amphipholis	Amphipholis_squamata
